FrameSize,Timestamp,SessionID
13627,34312,1-STAND-BLUE
13456,34406,1-STAND-BLUE
13332,34484,1-STAND-BLUE
13340,34562,1-STAND-BLUE
13815,34640,1-STAND-BLUE
13647,34718,1-STAND-BLUE
13719,34796,1-STAND-BLUE
14082,34875,1-STAND-BLUE
13936,34937,1-STAND-BLUE
13839,35015,1-STAND-BLUE
13729,35093,1-STAND-BLUE
13853,35171,1-STAND-BLUE
13782,35234,1-STAND-BLUE
13882,35312,1-STAND-BLUE
13742,35390,1-STAND-BLUE
13616,35453,1-STAND-BLUE
13805,35531,1-STAND-BLUE
13573,35593,1-STAND-BLUE
13803,35671,1-STAND-BLUE
13850,35734,1-STAND-BLUE
13869,35812,1-STAND-BLUE
14000,35875,1-STAND-BLUE
14142,35953,1-STAND-BLUE
14216,36031,1-STAND-BLUE
14121,36093,1-STAND-BLUE
14034,36171,1-STAND-BLUE
14213,36250,1-STAND-BLUE
14031,36312,1-STAND-BLUE
13545,36390,1-STAND-BLUE
13606,36453,1-STAND-BLUE
13460,36531,1-STAND-BLUE
13494,36593,1-STAND-BLUE
13386,36671,1-STAND-BLUE
13540,36734,1-STAND-BLUE
13504,36796,1-STAND-BLUE
13537,36890,1-STAND-BLUE
13593,36968,1-STAND-BLUE
13581,37031,1-STAND-BLUE
13589,37109,1-STAND-BLUE
13454,37171,1-STAND-BLUE
13532,37234,1-STAND-BLUE
13509,37312,1-STAND-BLUE
13718,37390,1-STAND-BLUE
13837,37468,1-STAND-BLUE
13887,37531,1-STAND-BLUE
13593,37593,1-STAND-BLUE
13737,37671,1-STAND-BLUE
13986,37734,1-STAND-BLUE
13921,37812,1-STAND-BLUE
13788,37875,1-STAND-BLUE
13986,37937,1-STAND-BLUE
13787,38000,1-STAND-BLUE
13797,38062,1-STAND-BLUE
13902,38125,1-STAND-BLUE
13952,38203,1-STAND-BLUE
14150,38265,1-STAND-BLUE
13928,38328,1-STAND-BLUE
14017,38390,1-STAND-BLUE
14028,38453,1-STAND-BLUE
13984,38515,1-STAND-BLUE
13980,38578,1-STAND-BLUE
13988,38640,1-STAND-BLUE
13805,38703,1-STAND-BLUE
13798,38765,1-STAND-BLUE
13872,38828,1-STAND-BLUE
13856,38906,1-STAND-BLUE
13780,38968,1-STAND-BLUE
13790,39046,1-STAND-BLUE
13642,39109,1-STAND-BLUE
13718,39171,1-STAND-BLUE
13722,39250,1-STAND-BLUE
13828,39312,1-STAND-BLUE
13767,39375,1-STAND-BLUE
13956,39453,1-STAND-BLUE
13863,39531,1-STAND-BLUE
13756,39578,1-STAND-BLUE
13926,39640,1-STAND-BLUE
13759,39703,1-STAND-BLUE
13964,39765,1-STAND-BLUE
13818,39828,1-STAND-BLUE
13771,39906,1-STAND-BLUE
13785,39968,1-STAND-BLUE
13709,40031,1-STAND-BLUE
13665,40093,1-STAND-BLUE
13749,40156,1-STAND-BLUE
13761,40218,1-STAND-BLUE
13714,40281,1-STAND-BLUE
13730,40343,1-STAND-BLUE
13676,40406,1-STAND-BLUE
13694,40468,1-STAND-BLUE
13683,40531,1-STAND-BLUE
13647,40609,1-STAND-BLUE
13658,40687,1-STAND-BLUE
13823,40750,1-STAND-BLUE
13923,40828,1-STAND-BLUE
13568,40906,1-STAND-BLUE
13614,40968,1-STAND-BLUE
13655,41031,1-STAND-BLUE
13663,41109,1-STAND-BLUE
13582,41171,1-STAND-BLUE
13609,41250,1-STAND-BLUE
13618,41312,1-STAND-BLUE
13534,41390,1-STAND-BLUE
13795,41453,1-STAND-BLUE
13824,41531,1-STAND-BLUE
13736,41609,1-STAND-BLUE
13737,41671,1-STAND-BLUE
13555,41750,1-STAND-BLUE
13464,41812,1-STAND-BLUE
13559,41890,1-STAND-BLUE
13449,41953,1-STAND-BLUE
13277,42015,1-STAND-BLUE
13507,42093,1-STAND-BLUE
13447,42171,1-STAND-BLUE
13219,42234,1-STAND-BLUE
13465,42296,1-STAND-BLUE
13432,42375,1-STAND-BLUE
13591,42421,1-STAND-BLUE
13574,42500,1-STAND-BLUE
13578,42562,1-STAND-BLUE
13513,42625,1-STAND-BLUE
13775,42687,1-STAND-BLUE
13638,42750,1-STAND-BLUE
13714,42812,1-STAND-BLUE
13702,42875,1-STAND-BLUE
13735,42937,1-STAND-BLUE
13856,43000,1-STAND-BLUE
13550,43062,1-STAND-BLUE
13717,43125,1-STAND-BLUE
13720,43203,1-STAND-BLUE
13580,43265,1-STAND-BLUE
13736,43328,1-STAND-BLUE
13887,43406,1-STAND-BLUE
13642,43484,1-STAND-BLUE
13675,43546,1-STAND-BLUE
13648,43625,1-STAND-BLUE
13618,43703,1-STAND-BLUE
13496,43781,1-STAND-BLUE
13450,43843,1-STAND-BLUE
13396,43921,1-STAND-BLUE
13464,43984,1-STAND-BLUE
13609,44046,1-STAND-BLUE
13510,44140,1-STAND-BLUE
13529,44203,1-STAND-BLUE
13630,44265,1-STAND-BLUE
13744,44328,1-STAND-BLUE
13667,44406,1-STAND-BLUE
13726,44484,1-STAND-BLUE
13462,44546,1-STAND-BLUE
13418,44609,1-STAND-BLUE
13251,44687,1-STAND-BLUE
13438,44750,1-STAND-BLUE
13278,44812,1-STAND-BLUE
13390,44890,1-STAND-BLUE
13431,44968,1-STAND-BLUE
13567,45031,1-STAND-BLUE
13269,45093,1-STAND-BLUE
13431,45171,1-STAND-BLUE
13371,45234,1-STAND-BLUE
13361,45296,1-STAND-BLUE
13332,45375,1-STAND-BLUE
13350,45437,1-STAND-BLUE
13484,45515,1-STAND-BLUE
13512,45593,1-STAND-BLUE
13752,45656,1-STAND-BLUE
13613,45734,1-STAND-BLUE
13597,45796,1-STAND-BLUE
13628,45875,1-STAND-BLUE
13548,45937,1-STAND-BLUE
13564,46015,1-STAND-BLUE
13624,46078,1-STAND-BLUE
13626,46156,1-STAND-BLUE
13655,46234,1-STAND-BLUE
13420,46296,1-STAND-BLUE
13491,46359,1-STAND-BLUE
13602,46437,1-STAND-BLUE
13628,46500,1-STAND-BLUE
13757,46578,1-STAND-BLUE
13510,46640,1-STAND-BLUE
13653,46718,1-STAND-BLUE
13670,46781,1-STAND-BLUE
13575,46859,1-STAND-BLUE
13737,46921,1-STAND-BLUE
13695,47000,1-STAND-BLUE
13438,47062,1-STAND-BLUE
13603,47125,1-STAND-BLUE
13668,47187,1-STAND-BLUE
13543,47250,1-STAND-BLUE
13605,47312,1-STAND-BLUE
13392,47375,1-STAND-BLUE
13359,47437,1-STAND-BLUE
13360,47500,1-STAND-BLUE
13386,47562,1-STAND-BLUE
13306,47625,1-STAND-BLUE
13270,47687,1-STAND-BLUE
13464,47750,1-STAND-BLUE
13501,47828,1-STAND-BLUE
13853,47890,1-STAND-BLUE
13638,47953,1-STAND-BLUE
13505,48015,1-STAND-BLUE
13481,48093,1-STAND-BLUE
13605,48156,1-STAND-BLUE
13946,48234,1-STAND-BLUE
13881,48296,1-STAND-BLUE
13994,48359,1-STAND-BLUE
14116,48437,1-STAND-BLUE
13906,48500,1-STAND-BLUE
13879,48578,1-STAND-BLUE
14022,48656,1-STAND-BLUE
14198,48718,1-STAND-BLUE
14324,48796,1-STAND-BLUE
14192,48875,1-STAND-BLUE
14121,48937,1-STAND-BLUE
14270,49015,1-STAND-BLUE
13861,49093,1-STAND-BLUE
13917,49171,1-STAND-BLUE
13810,49250,1-STAND-BLUE
13820,49312,1-STAND-BLUE
13805,49375,1-STAND-BLUE
14036,49437,1-STAND-BLUE
14056,49500,1-STAND-BLUE
13833,49562,1-STAND-BLUE
13935,49656,1-STAND-BLUE
13735,49718,1-STAND-BLUE
13636,49781,1-STAND-BLUE
14097,49843,1-STAND-BLUE
13883,49906,1-STAND-BLUE
14139,49968,1-STAND-BLUE
14061,50031,1-STAND-BLUE
13978,50093,1-STAND-BLUE
14227,50156,1-STAND-BLUE
14150,50218,1-STAND-BLUE
13823,50281,1-STAND-BLUE
13936,50343,1-STAND-BLUE
13915,50406,1-STAND-BLUE
13879,50468,1-STAND-BLUE
14253,50531,1-STAND-BLUE
13915,50593,1-STAND-BLUE
14099,50671,1-STAND-BLUE
14072,50734,1-STAND-BLUE
14206,50796,1-STAND-BLUE
14201,50875,1-STAND-BLUE
14324,50937,1-STAND-BLUE
14014,51000,1-STAND-BLUE
14080,51078,1-STAND-BLUE
14355,51140,1-STAND-BLUE
14116,51218,1-STAND-BLUE
14384,51296,1-STAND-BLUE
14423,51375,1-STAND-BLUE
14282,51453,1-STAND-BLUE
14611,51515,1-STAND-BLUE
14378,51593,1-STAND-BLUE
14472,51671,1-STAND-BLUE
14203,51734,1-STAND-BLUE
14385,51812,1-STAND-BLUE
14416,51875,1-STAND-BLUE
14434,51953,1-STAND-BLUE
14157,52015,1-STAND-BLUE
14570,52093,1-STAND-BLUE
14567,52171,1-STAND-BLUE
14550,52250,1-STAND-BLUE
14514,52312,1-STAND-BLUE
14508,52390,1-STAND-BLUE
14256,52468,1-STAND-BLUE
14205,52531,1-STAND-BLUE
14366,52609,1-STAND-BLUE
14374,52671,1-STAND-BLUE
14264,52750,1-STAND-BLUE
